,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.671692 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2528512:2528768, ack 1, win 502, options [nop,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.915313 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652160:2652416, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915369 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652416:2652672, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915427 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652672:2652928, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915487 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652928:2653184, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915535 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653184:2653440, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915578 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653440:2653696, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915619 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653696:2653952, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915659 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653952:2654208, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915698 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654208:2654464, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915738 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654464:2654720, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915779 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654720:2654976, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818068], length 256
19:05:10.915843 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2649600, win 256, options [nop,nop,TS val 2825818070 ecr 3493889033], length 0
19:05:10.915843 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2653696, win 224, options [nop,nop,TS val 2825818070 ecr 3493889034], length 0
19:05:10.915905 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654976:2655568, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 592
19:05:10.915965 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655568:2655824, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916005 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655824:2656080, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916045 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656080:2656336, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916084 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656336:2656592, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916126 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656592:2656848, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916165 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656848:2657104, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916218 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657104:2657360, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916264 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2655568, win 210, options [nop,nop,TS val 2825818070 ecr 3493889035], length 0
19:05:10.916269 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657360:2657616, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 256
19:05:10.916320 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657616:2658032, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818070], length 416
19:05:10.916372 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2657104, win 198, options [nop,nop,TS val 2825818071 ecr 3493889035], length 0
19:05:10.916395 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658032:2658272, ack 1, win 502, options [nop,nop,TS val 3493889035 ecr 2825818071], length 240
19:05:10.931131 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658032:2658272, ack 1, win 502, options [nop,nop,TS val 3493889050 ecr 2825818071], length 240
19:05:10.931416 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2658272, win 267, options [nop,nop,TS val 2825818086 ecr 3493889035,nop,nop,sack 1 {2658032:2658272}], length 0
19:05:12.156603 IP 92.63.197.21.58687 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.52666: Flags [S], seq 3398126637, win 1024, length 0
19:05:13.471900 IP 45.146.166.118.50270 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.56388: Flags [S], seq 4049392317, win 1024, length 0
19:05:13.472390 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.56984 > 67.207.67.2.domain: 61438+ [1au] PTR? 118.166.146.45.in-addr.arpa. (56)
19:05:13.472452 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.59931 > 67.207.67.2.domain: 8263+ [1au] PTR? 118.166.146.45.in-addr.arpa. (56)
19:05:13.472491 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.60279 > 67.207.67.2.domain: 44984+ [1au] PTR? 118.166.146.45.in-addr.arpa. (56)
19:05:13.472694 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.56984: 61438 NXDomain 0/1/1 (110)
19:05:13.472763 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.59931: 8263 NXDomain 0/1/1 (110)
19:05:13.472763 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.60279: 44984 NXDomain 0/1/1 (110)
19:05:13.472781 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.56984 > 67.207.67.2.domain: 61438+ PTR? 118.166.146.45.in-addr.arpa. (45)
19:05:13.472815 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.59931 > 67.207.67.2.domain: 8263+ PTR? 118.166.146.45.in-addr.arpa. (45)
19:05:13.472846 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.60279 > 67.207.67.2.domain: 44984+ PTR? 118.166.146.45.in-addr.arpa. (45)
19:05:13.472936 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.56984: 61438 NXDomain 0/1/0 (99)
19:05:13.472966 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.59931: 8263 NXDomain 0/1/0 (99)
19:05:13.472987 IP 67.207.67.2.domain > lamp-ubuntu-s-1vcpu-1gb-tor1-01.60279: 44984 NXDomain 0/1/0 (99)
19:05:14.344951 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [P.], seq 1:33, ack 2658272, win 501, options [nop,nop,TS val 2825821499 ecr 3493889035], length 32
19:05:14.344951 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [P.], seq 33:65, ack 2658272, win 501, options [nop,nop,TS val 2825821499 ecr 3493889035], length 32
19:05:14.345126 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [.], ack 65, win 502, options [nop,nop,TS val 3493892464 ecr 2825821499], length 0
^C
11146 packets captured
11235 packets received by filter
89 packets dropped by kernel
