r 2826250834], length 256
19:12:23.680285 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2531984:2532240, ack 1, win 502, options [nop,nop,TS val 3494321799 ecr 2826250834], length 256
19:12:23.911781 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655024:2655280, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911820 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655280:2655536, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911858 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655536:2655792, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911896 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2655792:2656048, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911935 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656048:2656304, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911973 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656304:2656560, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912012 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656560:2656816, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912054 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2656816:2657072, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912094 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657072:2657328, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912132 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657328:2657584, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912170 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657584:2657840, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912213 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2657840:2658096, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912252 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658096:2658352, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912292 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658352:2658608, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912331 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658608:2658864, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912370 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2658864:2659120, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912412 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2659120:2659376, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912452 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2659376:2659632, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912491 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2659632:2659888, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.912531 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2659888:2659952, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 64
19:12:23.912898 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2643856, win 159, options [nop,nop,TS val 2826251067 ecr 3494322029], length 0
19:12:23.912948 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2658352, win 46, options [nop,nop,TS val 2826251067 ecr 3494322029], length 0
19:12:23.913028 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2659952, win 34, options [nop,nop,TS val 2826251067 ecr 3494322031], length 0
19:12:23.971857 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2659952, win 253, options [nop,nop,TS val 2826251126 ecr 3494322031], length 0
19:12:24.602239 IP 92.63.197.21.58687 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.44782: Flags [S], seq 3802856874, win 1024, length 0
19:12:28.632452 IP 92.63.197.21.58687 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.44782: Flags [S], seq 3802856874, win 1024, length 0
^C
11104 packets captured
11208 packets received by filter
104 packets dropped by kernel
